ReviewerName,ProviderName,DateVisited,ReviewDate,ReviewText,ReviewerNumReviews,ReviewType,ReviewHelpful,ReviewerLocationState,ReviewerAge,ReviewerPhotos,ReviewURL,ReviewerPoints,ClassType,ReviewPicture,ReviewNumPic,ReviewerNumHelpful,ReviewerLevelContrib,ReviewMobile,ReviewTitle,ReviewerLocationCity,ProviderLocation,ReviewerSince,PointsRate
cc_MD2012,CityTouch Licensed Massage Therapy,04/01,None found,"I have been getting massages from Rob for a few years now, and was happy for him when he opened his own practice. Rob has a terrific energy about him, and I have always found his massages to be both highly effective and very relaxing. I lift weights and have an active lifestyle, and Rob's massages are an excellent counterbalance to that. He always asks what I what like to focus on, so each massage is tailored to whatever is going on with my body that day. The CityTouch space is very quiet and relaxing, and the essential oils and reflexology that Rob employs enhances that experience. The online booking process is very convenient. I look forward to my sessions at CityTouch.",15,Solo,,New York,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d6375898-r201119075-CityTouch_Licensed_Massage_Therapy-New_York_City_New_York.html#REVIEWS,1514,Dance,No,0,9,03,No,Best massage in NYC!,New York City,"242 West 27th Street, Suite 4B , New York City , NY 10001", Sep 2012,5
Mocha3J,CityTouch Licensed Massage Therapy,07/01,03/24/16,"My teen daughter was finishing up two weeks of dance classes and was very sore. I looked up several highly-rated massage therapists and Rob was very easy to work with and super accommodating (especially considering this was the 4th of July holiday weekend). She absolutely loved her massage - Rob worked wonders on fixing her soreness and she felt so invigorated afterwards. I was quite amazed what just one hour session could do – we definitely will be back. He definitely knows his stuff, and I wish we lived closer so we could go more often. If you're considering CityTouch, just go - you won't regret it! I'm writing this review way late (we went last July 2015) as it had slipped my mind that I'd failed to write one. Hopefully better late than never, and should help others when deciding where to go for a great massage in New York city.",5,Couples,,Connecticut, 35-49 year old male ,8,https://www.tripadvisor.com//ShowUserReviews-g60763-d6375898-r358174213-CityTouch_Licensed_Massage_Therapy-New_York_City_New_York.html#REVIEWS,742,Dance,No,0,2,02,No,"Amazing massage, tops in the city!",Hartford,"242 West 27th Street, Suite 4B , New York City , NY 10001", Apr 2014,5
lazanski,CityTouch Licensed Massage Therapy,10/01,None found,I'm from out of town and a friend recommended Rob for massage. I got in at the time I wanted and had a very relaxing and extremely helpful massage. I hope to see him again the next time I'm in NYC!,8,Couples,,"England, United Kingdom",No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d6375898-r321581942-CityTouch_Licensed_Massage_Therapy-New_York_City_New_York.html#REVIEWS,809,Dance,No,0,9,02,No,Excellent last minute massage,London,"242 West 27th Street, Suite 4B , New York City , NY 10001", Oct 2011,5
Nick A,CityTouch Licensed Massage Therapy,10/01,None found,"Rob is absolutely first-rate - he asked all the right questions to find out what I most needed and found all the spots that were tight as well as some I didn't know about, plus provided some exercises to use going forward. After two weeks of suffering I felt much better",85,Couples,1,Switzerland, 35-49 year old male ,2,https://www.tripadvisor.com//ShowUserReviews-g60763-d6375898-r321142350-CityTouch_Licensed_Massage_Therapy-New_York_City_New_York.html#REVIEWS,8628,Dance,No,0,58,05,No,One of the best massages I've ever had - and the most therapeutically valuable,Champery,"242 West 27th Street, Suite 4B , New York City , NY 10001", Jan 2013,5
artappraiser,CityTouch Licensed Massage Therapy,10/01,None found,I went for neck stiffness/pain. Excellent work. Worth the extra money versus one of the corner places. I used their online appointment calendar and it worked without a hitch. Will go again.,10,Couples,,New York,No Age Found,3,https://www.tripadvisor.com//ShowUserReviews-g60763-d6375898-r320754671-CityTouch_Licensed_Massage_Therapy-New_York_City_New_York.html#REVIEWS,1150,Dance,No,0,5,03,No,Excellent Therapeutic Massage,New York City,"242 West 27th Street, Suite 4B , New York City , NY 10001", Sep 2010,5
DaveyDo,CityTouch Licensed Massage Therapy,08/01,None found,"One of the best massages in the city! Rob is a true professional, responsive and attentive to your body's needs and leaves you feeling so much more relaxed and less stressed. Plus he's very friendly and easy to talk to and his studio is spacious and very well appointed. Can't recommend him enough.",1,Couples,,New York,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d6375898-r302813188-CityTouch_Licensed_Massage_Therapy-New_York_City_New_York.html#REVIEWS,100,Dance,No,0,,No Level Found,No,One of the best massages in the city.,,"242 West 27th Street, Suite 4B , New York City , NY 10001", Jul 2007,5
Cramos14,CityTouch Licensed Massage Therapy,05/01,None found,I read over 30 reviews online. Everything was perfect. Rob is an excellent professional. Everything is organized. Booking online is great. He pays attention to detail. The facilities are very clean and hygienic. He is a great talent. I will recommend him with the highest scores.,3,Couples,1,,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d6375898-r272560883-CityTouch_Licensed_Massage_Therapy-New_York_City_New_York.html#REVIEWS,305,Dance,No,0,5,01,Yes,Excellent professional,,"242 West 27th Street, Suite 4B , New York City , NY 10001", Jun 2012,5
cc_MD2012,CityTouch Licensed Massage Therapy,04/01,None found,"I have been getting massages from Rob for a few years now, and was happy for him when he opened his own practice. Rob has a terrific energy about him, and I have always found his massages to be both highly effective and very relaxing. I lift weights and have an active lifestyle, and Rob's massages are an excellent counterbalance to that. He always asks what I what like to focus on, so each massage is tailored to whatever is going on with my body that day. The CityTouch space is very quiet and relaxing, and the essential oils and reflexology that Rob employs enhances that experience. The online booking process is very convenient. I look forward to my sessions at CityTouch.",15,Couples,,New York,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d6375898-r201119075-CityTouch_Licensed_Massage_Therapy-New_York_City_New_York.html#REVIEWS,1514,Dance,No,0,9,03,No,Best massage in NYC!,New York City,"242 West 27th Street, Suite 4B , New York City , NY 10001", Sep 2012,5
ianx1london,Radio City Music Hall,04/01,04/09/16,"Attended the Music of David Bowie memorial concert at Radio City Musi Hall. A wonderful venue. Had the good fortune to be seated in the Pit so only two more rows of seats between me and the stage. Although there 6,000 people behind me it was like being in a small club. Wonderful experience",137,Solo,,London, 50-64 year old male ,58,https://www.tripadvisor.com//ShowUserReviews-g60763-d110164-r362770756-Radio_City_Music_Hall-New_York_City_New_York.html#REVIEWS,16255,Dance,No,0,65,06,No,Great music venue,,"1260 6th Avenue (Avenue of the Americas) , Between 50th and 51st Streets , New York City , NY 10020", Oct 2009,5
Jen O,Radio City Music Hall,11/01,04/07/16,We saw the Christmas Spectacular and spectacular it is. We also booked at back stage tour which was absolutely amazing and worth the time. We learned a ton about the history.,15,Solo,,California,No Age Found,2,https://www.tripadvisor.com//ShowUserReviews-g60763-d110164-r362392334-Radio_City_Music_Hall-New_York_City_New_York.html#REVIEWS,1580,Dance,No,0,10,03,No,Amazing,San Ramon,"1260 6th Avenue (Avenue of the Americas) , Between 50th and 51st Streets , New York City , NY 10020", Apr 2015,5
drrob2,Radio City Music Hall,04/01,04/07/16,"cool to see a show here, smaller theater than I anticipated but lives up to its iconic image and repuation",206,Solo,,nc,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d110164-r362333765-Radio_City_Music_Hall-New_York_City_New_York.html#REVIEWS,20837,Dance,No,0,137,06,No,iconic,,"1260 6th Avenue (Avenue of the Americas) , Between 50th and 51st Streets , New York City , NY 10020", Sep 2007,4
Mr G,Radio City Music Hall,03/01,04/07/16,"A fantastic tour , well worth the money . Got to go on stage looking out to where the ordinance would be . The guide gave us lots of information about the present & the past , & we even got to meet a rocket to ask questions & chance to have a photo taken . An amazing tour for all ages , A fantastic experience THANK YOU RADIO CITY",9,Solo,1,New York,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d110164-r362264785-Radio_City_Music_Hall-New_York_City_New_York.html#REVIEWS,916,Dance,No,0,16,02,No,A step. Back in time,New York City,"1260 6th Avenue (Avenue of the Americas) , Between 50th and 51st Streets , New York City , NY 10020", Jan 2015,5
Carlos R,Radio City Music Hall,09/01,04/06/16,"This is one of the places no one should miss, but you have to plan in advance because sometimes they have shows you wont like or get sold out early. The whole theatre and its accoustics are just grand, but the dancers named rockettes I would say are the main attraction. If you do no care about the show, I think you also have the option to take a tour of the place, but it is not the same.",94,Solo,,Honduras, 65+ year old male ,3,https://www.tripadvisor.com//ShowUserReviews-g60763-d110164-r362146835-Radio_City_Music_Hall-New_York_City_New_York.html#REVIEWS,9522,Dance,No,0,32,05,No,"Great accoustics, excellent theatre",San Pedro Sula,"1260 6th Avenue (Avenue of the Americas) , Between 50th and 51st Streets , New York City , NY 10020", Jul 2013,4
Jo E,Radio City Music Hall,03/01,04/06/16,The tour was excellent and the Staff were so friendly and welcoming. I would definitely recommend a visit.,55,Solo,,"England, United Kingdom",No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d110164-r362024638-Radio_City_Music_Hall-New_York_City_New_York.html#REVIEWS,5521,Dance,No,0,21,05,No,Loved it,Worcester,"1260 6th Avenue (Avenue of the Americas) , Between 50th and 51st Streets , New York City , NY 10020", Jul 2013,5
Leslie D,Radio City Music Hall,03/01,04/06/16,"We took the tour and it was fantastic. We were lucky enough to get to be on stage, see Roxy's room and meet a Rockette. My music loving 10 year old loved every single minute!",49,Solo,,Illinois,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d110164-r362015445-Radio_City_Music_Hall-New_York_City_New_York.html#REVIEWS,4971,Dance,No,0,16,04,No,Tour was GREAT!!!,Saint Jacob,"1260 6th Avenue (Avenue of the Americas) , Between 50th and 51st Streets , New York City , NY 10020", Aug 2013,5
Paula R M,Radio City Music Hall,03/01,04/05/16,If you're in New York fit this tour into your itinery. It was fantastic and if you get Joyce as your guide you're in for a treat. She was brilliant. It was so interesting and getting to see backstage and even standing on the stage was all part of the experience. Getting to meet one of the Rockettes and then having a photo taken with here just finished off a great tour.,6,Solo,,United Kingdom, 50-64 year old female ,,https://www.tripadvisor.com//ShowUserReviews-g60763-d110164-r361933524-Radio_City_Music_Hall-New_York_City_New_York.html#REVIEWS,600,Dance,No,0,,02,No,Fantastic experience,Newtownards,"1260 6th Avenue (Avenue of the Americas) , Between 50th and 51st Streets , New York City , NY 10020", Jul 2015,5
MommyInVacationMode,Radio City Music Hall,12/01,04/05/16,"I would recommend seeing their Christmas Show, it is incredible! The site is set up where there are no bad seats although my motto is if your going to spend the money, time and effort then you should get the best possible seats for your budget!",56,Solo,,Florida Keys, 35-49 year old female ,1,https://www.tripadvisor.com//ShowUserReviews-g60763-d110164-r361780446-Radio_City_Music_Hall-New_York_City_New_York.html#REVIEWS,6222,Dance,No,0,12,05,No,So Much Fun!,,"1260 6th Avenue (Avenue of the Americas) , Between 50th and 51st Streets , New York City , NY 10020", Jun 2009,5
